32 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 34
41 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 43
50 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 52
32 33 34 10 44 3 4 4 4 4 5 30 10 53 53 53 53 53 53 53 53 53 53 10 32 33 34 10 10 11
41 42 43 10 44 12 13 13 13 13 14 39 10 53 6 7 7 7 7 7 7 8 53 10 41 42 43 32 33 34
50 51 52 10 53 12 13 13 13 13 14 30 10 10 16 16 16 25 25 16 16 17 53 10 50 51 52 41 42 43
9 32 33 34 44 12 13 13 13 22 23 39 10 35 24 25 26 35 35 15 16 17 53 10 10 10 10 50 51 52
9 41 42 43 35 12 13 13 14 30 31 53 10 53 53 53 35 6 7 25 25 26 53 10 32 33 34 10 10 11
9 50 51 52 53 12 13 13 14 39 40 10 10 35 53 44 31 15 17 35 35 35 35 35 41 42 43 10 10 11
9 10 10 10 44 12 13 13 14 31 10 10 35 27 28 29 40 15 16 7 7 7 7 8 50 51 52 10 10 11
9 10 10 10 35 12 13 13 14 40 10 10 44 36 37 38 31 24 25 25 25 16 16 17 44 44 32 33 34 11
32 33 34 10 53 12 13 13 14 30 10 10 53 36 37 38 40 31 31 31 31 15 16 16 7 8 41 42 43 11
41 42 43 10 53 12 13 13 14 39 10 10 35 36 37 38 44 40 40 40 40 24 25 16 16 17 41 42 43 11
50 51 52 10 35 12 13 13 14 31 10 10 44 36 37 37 29 44 44 44 35 35 35 15 16 17 41 42 43 11
9 10 10 10 35 12 13 13 14 49 10 10 53 36 37 37 38 6 7 8 44 10 35 15 16 17 41 42 43 11
9 32 33 34 44 12 13 13 14 30 10 10 35 36 37 37 37 16 16 17 53 10 35 15 16 17 41 42 43 11
9 41 42 43 35 12 13 13 14 48 10 10 44 36 37 38 53 15 16 17 35 10 35 15 16 17 41 42 43 11
9 50 51 52 53 12 13 13 14 31 10 10 53 36 37 38 53 15 16 17 53 10 35 15 16 17 41 42 43 11
9 32 33 34 44 12 13 13 14 49 10 10 35 45 46 47 53 24 16 17 44 10 35 15 16 17 41 42 43 11
9 41 42 43 35 12 13 13 14 30 10 10 35 44 53 35 53 53 15 17 53 10 35 15 16 17 41 42 43 11
9 50 51 52 53 12 13 13 14 48 10 10 10 10 10 10 10 44 15 17 30 31 35 15 16 17 41 42 43 11
32 33 34 10 44 12 13 13 14 31 31 31 31 31 31 10 10 44 15 17 39 40 35 15 16 17 41 42 43 11
41 42 43 10 35 12 13 13 14 49 49 49 49 49 49 53 10 35 15 16 7 7 7 16 16 17 41 42 43 11
50 51 52 10 53 12 13 13 13 4 4 4 4 4 5 53 10 35 15 16 16 16 16 16 16 17 41 42 43 11
9 10 10 10 44 12 13 13 13 13 13 13 13 13 13 10 10 44 15 16 16 16 16 16 16 17 41 42 43 11
9 10 10 10 35 21 22 22 22 22 22 22 22 22 23 53 10 44 24 25 25 25 25 25 25 26 50 51 52 11
32 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 34
41 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 43
50 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 52
18 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 20
