79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79
71 86 86 86 86 86 86 86 86 86 86 86 86 86 86 86 86 86 86 86 86 86 86 86 86 86 86 86 86 78
69 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 70
69 54 54 54 54 55 54 54 54 54 54 54 55 54 54 54 54 54 54 54 54 54 54 55 54 54 54 54 54 70
69 54 54 55 54 54 54 54 55 54 54 54 54 54 54 54 54 55 54 54 54 54 54 54 54 54 54 54 54 70
79 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 79
79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 69 57 70 79 79
79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 69 57 70 79 79
69 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 70
58 59 60 59 60 59 60 59 60 59 60 59 60 59 60 59 60 59 60 59 60 59 60 59 60 61 54 58 59 61
69 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 70
69 54 54 54 54 54 54 56 56 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 79
69 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 70 79 79 79 79 79 79 79 79 79
69 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 70 79 79 79 79 79 79 79 79 79
69 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 70 79 79 79 79 79 79 79 79 79
79 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 70 79 79 79 79 79 79 79 79 79
79 79 79 79 79 79 79 79 79 79 79 79 79 79 69 54 54 54 54 54 70 79 79 79 79 79 79 79 79 79
79 79 79 79 79 79 79 79 79 79 79 79 79 79 69 54 54 54 54 54 70 79 79 79 79 79 79 79 79 79
79 79 79 79 79 79 79 79 79 79 79 79 79 79 69 54 54 54 54 54 70 79 79 79 79 79 79 79 79 79
79 79 79 79 79 79 79 79 79 79 79 79 79 79 69 54 54 54 54 54 70 79 79 79 79 79 79 79 79 79
79 79 79 79 79 79 79 79 79 79 79 79 79 79 69 54 54 54 54 54 70 79 79 79 79 79 79 79 79 79
79 79 79 79 79 79 79 79 79 79 79 79 79 79 69 54 54 54 54 54 54 54 54 54 54 54 54 54 54 79
79 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 58 59 60 59 60 59 60 59 60 61
58 59 60 59 60 59 60 59 60 59 60 59 60 59 61 54 54 54 54 54 54 54 54 54 54 54 54 54 56 70
69 56 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 70
69 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 70
69 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 70
69 56 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 56 70
79 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 79
79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79 79
